,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic,Regular,0.6180092592592592,0.055110401468532806,0.6722873475609756,0.05530041924291654
2,Logistic,PCA,0.6353703703703704,0.05726443267159657,0.6802980182926829,0.06105849411053298
3,Logistic,PCA80,0.6899537037037037,0.04998849366537353,0.7370198170731708,0.047882383277827865
4,Logistic,NMF,0.6788271604938272,0.0469426992963015,0.748547256097561,0.04348801853688981
