,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic,Regular,0.6725462962962963,0.06499161842306439,0.7420007621951219,0.05784579570111726
2,Logistic,PCA,0.7941358024691357,0.03591676360616117,0.8657248475609756,0.030093057350614166
3,Logistic,PCA80,0.7049074074074074,0.05127948722530216,0.7188963414634146,0.0556301410599046
4,Logistic,NMF,0.702283950617284,0.03702647740413608,0.7880716463414634,0.051018322197824394
