,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic167l2,Regular,0.7318672839506173,0.040211456797924004,0.7967256097560975,0.057148567986199675
2,Logistic1l2,PCA,0.8039197530864197,0.036641873398414064,0.8785716463414633,0.029729742559796463
3,Logistic10000l2,PCA80,0.7431018518518518,0.038118911471227215,0.8133048780487805,0.03089127241993977
4,Logistic1l2,NMF,0.7293981481481482,0.03958592030629021,0.8103772865853658,0.03190658633200562
