,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,KNN23-1,Regular,0.6935493827160495,0.04378316780059527,0.7361501524390243,0.044692894509150725
2,KNN2-2,PCA,0.7022685185185185,0.040990399585477406,0.7497713414634146,0.0479896983435368
3,KNN1-2,PCA80,0.710895061728395,0.044889914288360366,0.7696638719512194,0.03881575167628101
4,KNN1-1,NMF,0.7170679012345679,0.05721094252698064,0.7694550304878048,0.054308278556595986
