,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,KNN1-1,Regular,0.5,0.004781460921243746,0.6338307926829267,0.07615352083761101
2,KNN1-2,PCA,0.5,0.004781460921243746,0.6353262195121951,0.07492760491938853
3,KNN1-2,PCA80,0.724645061728395,0.04213517181924334,0.8585685975609756,0.03902919919040778
4,KNN1-2,NMF,0.5843209876543208,0.04882313159385933,0.6846493902439026,0.0658299952721552
