,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic,Regular,0.6525000000000001,0.05135387900231155,0.7123589939024391,0.04622792137472373
2,Logistic,PCA,0.6847222222222222,0.041863845289793894,0.7231486280487804,0.050217319916636256
3,Logistic,PCA80,0.7010030864197531,0.03252471786408598,0.7519984756097562,0.03618077893331547
4,Logistic,NMF,0.6898148148148147,0.02302653237931491,0.7569466463414635,0.03434935772953316
