,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,KNN1-1,Regular,0.5024691358024691,0.010402654040958482,0.6244687499999999,0.02830587331206009
2,KNN2-2,PCA,0.5037037037037038,0.011448911722834212,0.6410571646341463,0.02924431540768099
3,KNN1-2,PCA80,0.7358641975308642,0.04176948904291582,0.8388536585365853,0.029648485431989897
4,KNN1-2,NMF,0.617854938271605,0.034308651554425834,0.6788856707317074,0.05284935419674715
