,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic1292l2,Regular,0.7518209876543209,0.03130904724783459,0.8218567073170732,0.03897999201244536
2,Logistic1l2,PCA,0.7742592592592593,0.02986625868797547,0.8576021341463415,0.030826694306874704
3,Logistic3594l2,PCA80,0.7084722222222223,0.042095781296973105,0.7502012195121951,0.037749980917416597
4,Logistic1292l2,NMF,0.7047530864197531,0.022800872396586482,0.7714977134146341,0.0237289773113163
