,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic1l2,Regular,0.6514043209876543,0.03149535596586506,0.7236158536585366,0.02972591134931434
2,Logistic1l2,PCA,0.6514043209876543,0.03149535596586506,0.7236783536585365,0.029797658969958996
3,Logistic1l2,PCA80,0.6811574074074074,0.036114833748185055,0.7396920731707317,0.039654605882517596
4,Logistic1none,NMF,0.6750308641975308,0.05189467661285631,0.7379786585365854,0.04256301547019576
