,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic,Regular,0.6972530864197531,0.04215753383315324,0.7551463414634146,0.05817029795755352
2,Logistic,PCA,0.6985030864197531,0.03974213686811617,0.7551463414634146,0.05831248635130005
3,Logistic,PCA80,0.7008950617283951,0.026719091415316712,0.7638826219512195,0.040209096095941005
4,Logistic,NMF,0.7294907407407407,0.029554660976642794,0.7630015243902439,0.035420408045170854
