,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic,Regular,0.6600925925925926,0.05990172246450262,0.7187431402439024,0.04986277813363772
2,Logistic,PCA,0.6725462962962963,0.03612485559366094,0.7304032012195123,0.05225538543842156
3,Logistic,PCA80,0.705895061728395,0.05338912048584519,0.7547073170731707,0.0551526108445597
4,Logistic,NMF,0.6724537037037037,0.035456989069088334,0.7546402439024389,0.03410720767641141
