,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic1l2,Regular,0.7010493827160494,0.051811869137964685,0.7543170731707317,0.047152764580034486
2,Logistic1l2,PCA,0.7047067901234567,0.052404019597780585,0.7547484756097561,0.04827563602742709
3,Logistic3l2,PCA80,0.6924382716049383,0.04398630036412024,0.7520442073170731,0.05766795631305964
4,Logistic464l2,NMF,0.7233333333333334,0.04483250722080691,0.760890243902439,0.054379720917546066
