,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,KNN3-1,Regular,0.5210493827160494,0.013847365913870735,0.6491036585365852,0.0537379354058589
2,KNN1-2,PCA,0.5260030864197531,0.01846226667376245,0.6594817073170731,0.0485937156590658
3,KNN1-2,PCA80,0.7282561728395062,0.04369952125223039,0.8496074695121951,0.040683157653385815
4,KNN1-1,NMF,0.6600617283950617,0.02819219331225446,0.7423925304878048,0.047174588001083984
