,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic,Regular,0.6837654320987655,0.04973743167308237,0.734486280487805,0.055330758601788876
2,Logistic,PCA,0.7544907407407407,0.04375904603062944,0.8268208841463416,0.04042413281971664
3,Logistic,PCA80,0.7233950617283951,0.044648568885814116,0.7839382621951219,0.03778247579050295
4,Logistic,NMF,0.7357561728395061,0.034411576783845516,0.8016570121951221,0.03980352529875156
