,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic,Regular,0.6317283950617283,0.05216611847824035,0.6634115853658537,0.07798927705088496
2,Logistic,PCA,0.6528240740740741,0.045570862232417825,0.6937012195121951,0.06371807195828276
3,Logistic,PCA80,0.6873148148148148,0.04812315353140359,0.7441539634146341,0.047596793233100336
4,Logistic,NMF,0.6984722222222224,0.045590162693118386,0.7556128048780487,0.04782920076004862
