,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic,Regular,0.673641975308642,0.034183460803897926,0.7120807926829269,0.041258377239823195
2,Logistic,PCA,0.681033950617284,0.04409620352992048,0.7193185975609756,0.044627045517775375
3,Logistic,PCA80,0.7009567901234568,0.06486384095264958,0.7514268292682926,0.070985849279192
4,Logistic,NMF,0.7183641975308642,0.07208987292953918,0.7591935975609756,0.07374318008639283
