,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic,Regular,0.6499845679012346,0.07415422778866412,0.6961570121951219,0.06443338133528449
2,Logistic,PCA,0.6574228395061729,0.0664102023544319,0.7024314024390244,0.06890812801964707
3,Logistic,PCA80,0.6946913580246914,0.04896423767041328,0.7406310975609756,0.07256330033168812
4,Logistic,NMF,0.6724074074074073,0.05229827846008639,0.7287759146341463,0.061057247959189466
