,Model,Dataset,Mean_Accuracy,STD_Accuracy,Mean_AUC,STD_AUC
1,Logistic,Regular,0.6873456790123458,0.04536002863574597,0.7632675304878048,0.053158440114220724
2,Logistic,PCA,0.7964506172839506,0.044678417913825305,0.8651539634146342,0.04233881236014973
3,Logistic,PCA80,0.7022685185185186,0.04696092122838419,0.7356920731707317,0.053792555490971575
4,Logistic,NMF,0.6849382716049383,0.057610701372798376,0.7680091463414634,0.058763740529945784
